Predictor	Feature	Importance
H2_Uncorrected	COPFe 261	0.032047677230372364
H2_Uncorrected	COPFe 133	0.026867128179063064
H2_Uncorrected	COPFe 264	0.026533483363353344
H2_Uncorrected	COPFe 166	0.026259661354797653
H2_Uncorrected	COPFe 252	0.023841002566185456
H2_Uncorrected	COPFe 32	0.02262690561863423
H2_Uncorrected	COPFe 259	0.02195816744196044
H2_Uncorrected	COPFe 282	0.02144870821270051
H2_Uncorrected	COPFe 271	0.020226403569967178
H2_Uncorrected	COPFe 186	0.018149389799011904
H2_Uncorrected	COPFe 107	0.018119064077177522
H2_Uncorrected	COPFe 102	0.01705045969321263
H2_Uncorrected	COPFe 275	0.01565603477245707
H2_Uncorrected	COPFe 141	0.015566770276265225
H2_Uncorrected	COPFe 106	0.01507571816651585
H2_Uncorrected	COPFe 71	0.014719058193297383

Mean squared error for CH4_Uncorrected using regressor is 15.833257110504901
Features appearing at least once
CH4_Uncorrected	COPFe 49	0.050262707577849834
CH4_Uncorrected	COPFe 95	0.03539410827690506
CH4_Uncorrected	COPFe 54	0.03330310305265377
CH4_Uncorrected	COPFe 177	0.031077104512169784
CH4_Uncorrected	COPFe 183	0.030745118717408565
CH4_Uncorrected	COPFe 45	0.030094785052075104
CH4_Uncorrected	COPFe 293	0.02721667670535487
CH4_Uncorrected	COPFe 106	0.02670579409242193
CH4_Uncorrected	COPFe 87	0.026441777854252193
CH4_Uncorrected	COPFe 72	0.026117857743360784
CH4_Uncorrected	COPFe 230	0.025869915205908187
CH4_Uncorrected	COPFe 155	0.025014763957315046
CH4_Uncorrected	COPFe 71	0.022404366676355314
CH4_Uncorrected	COPFe 125	0.021981439804900582
CH4_Uncorrected	COPFe 102	0.02048032153151941
CH4_Uncorrected	COPFe 167	0.016493188907889155
CH4_Uncorrected	COPFe 23	0.014925953776815432
CH4_Uncorrected	COPFe 207	0.014864632117387117
CH4_Uncorrected	COPFe 168	0.01458329324457241
CH4_Uncorrected	COPFe 229	0.014527633549370433

Mean squared error for CO2 using regressor is 0.33724701287599484
Features appearing at least once
CO2	COPFe 125	0.056421127588590164
CO2	COPFe 84	0.031994487452238776
CO2	COPFe 36	0.03166278788646594
CO2	COPFe 23	0.02764675919447941
CO2	COPFe 267	0.027367793510688024
CO2	COPFe 276	0.027243473185036043
CO2	COPFe 186	0.024708676703144875
CO2	COPFe 99	0.02061536278467486
CO2	COPFe 78	0.01953844245059273
CO2	COPFe 90	0.019484216677277243
CO2	COPFe 106	0.018714576551931317
CO2	COPFe 221	0.01778176207357321
CO2	COPFe 137	0.0171544337800057
CO2	COPFe 228	0.016971162284790793
CO2	COPFe 264	0.016637578884258975
CO2	COPFe 132	0.01565317273481349
CO2	COPFe 282	0.015560431871512723
CO2	COPFe 81	0.0151611892591326
CO2	COPFe 198	0.015084312201741739
CO2	COPFe 255	0.0148863721599787

Mean squared error for H2_Corrected using regressor is 1028.5256776921408
Features appearing at least once
H2_Corrected	COPFe 173	0.06277523266546811
H2_Corrected	COPFe 295	0.048657879996255184
H2_Corrected	COPFe 183	0.045720324101792796
H2_Corrected	COPFe 261	0.03486512609135073
H2_Corrected	COPFe 166	0.03226380465546984
H2_Corrected	COPFe 264	0.030047525372233937
H2_Corrected	COPFe 168	0.027685111235518776
H2_Corrected	COPFe 160	0.02615599959224989
H2_Corrected	COPFe 227	0.022259895037737277
H2_Corrected	COPFe 153	0.02220044483636262
H2_Corrected	COPFe 133	0.021173041570954343
H2_Corrected	COPFe 243	0.01876552344345317
H2_Corrected	COPFe 233	0.01828464875696751
H2_Corrected	COPFe 51	0.018001053991642507
H2_Corrected	COPFe 192	0.017269378151531498
H2_Corrected	COPFe 218	0.017167356629274638
H2_Corrected	COPFe 63	0.016727442986028167
H2_Corrected	COPFe 271	0.015444056540762334
H2_Corrected	COPFe 60	0.014904156080745759
H2_Corrected	COPFe 226	0.013625987246443021

Mean squared error for CH4_Corrected using regressor is 28.611870880420284
Features appearing at least once
CH4_Corrected	COPFe 168	0.043313071894937785
CH4_Corrected	COPFe 183	0.04208740730333603
CH4_Corrected	COPFe 1	0.038743682445396034
CH4_Corrected	COPFe 44	0.033506399162928316
CH4_Corrected	COPFe 243	0.03321300718912341
CH4_Corrected	COPFe 295	0.02798786116330881
CH4_Corrected	COPFe 171	0.025164627636068308
CH4_Corrected	COPFe 245	0.023572195739098977
CH4_Corrected	COPFe 193	0.02201022506617295
CH4_Corrected	COPFe 50	0.021262739740079622
CH4_Corrected	COPFe 54	0.021241376625808925
CH4_Corrected	COPFe 76	0.020754199530348967
CH4_Corrected	COPFe 145	0.020393284231151797
CH4_Corrected	COPFe 15	0.019295730863800126
CH4_Corrected	COPFe 151	0.018478274845573982
CH4_Corrected	COPFe 233	0.018464277612516518
CH4_Corrected	COPFe 241	0.01831474820848023
CH4_Corrected	COPFe 299	0.017348603115011157
CH4_Corrected	COPFe 84	0.01656581372529549
CH4_Corrected	COPFe 256	0.016064622893440492

Mean squared error for CH4/H2 ratio_corrected using regressor is 0.08184554047141852
Features appearing at least once
CH4/H2 ratio_corrected	COPFe 183	0.08786358424944501
CH4/H2 ratio_corrected	COPFe 258	0.06942050122768992
CH4/H2 ratio_corrected	COPFe 284	0.06783761748193276
CH4/H2 ratio_corrected	COPFe 49	0.05025112430674265
CH4/H2 ratio_corrected	COPFe 193	0.04785871891053646
CH4/H2 ratio_corrected	COPFe 151	0.036351190782791226
CH4/H2 ratio_corrected	COPFe 55	0.03256556670341372
CH4/H2 ratio_corrected	COPFe 62	0.03206150747744832
CH4/H2 ratio_corrected	COPFe 189	0.03203765256583575
CH4/H2 ratio_corrected	COPFe 30	0.027762685859539168
CH4/H2 ratio_corrected	COPFe 285	0.027547913754267538
CH4/H2 ratio_corrected	COPFe 245	0.026699956566628057
CH4/H2 ratio_corrected	COPFe 268	0.026406540211023222
CH4/H2 ratio_corrected	COPFe 294	0.023336462660139997
CH4/H2 ratio_corrected	COPFe 20	0.022172689640834974
CH4/H2 ratio_corrected	COPFe 199	0.020376489766448562
CH4/H2 ratio_corrected	COPFe 38	0.019505772184537803
CH4/H2 ratio_corrected	COPFe 10	0.018892852876277923
CH4/H2 ratio_corrected	COPFe 293	0.01696126406813735
CH4/H2 ratio_corrected	COPFe 50	0.01692895092115571

Mean squared error for Corr. using regressor is 0.06228243543514067
Features appearing at least once
Corr.	COPFe 20	0.04961838747526338
Corr.	COPFe 264	0.03882609203177648
Corr.	COPFe 63	0.03733863943527709
Corr.	COPFe 184	0.032833079130315954
Corr.	COPFe 95	0.03144898039011489
Corr.	COPFe 37	0.031233150303044403
Corr.	COPFe 145	0.030477165929352804
Corr.	COPFe 194	0.02823473046978762
Corr.	COPFe 183	0.027322504812871108
Corr.	COPFe 186	0.02575540275638348
Corr.	COPFe 36	0.02409970705405129
Corr.	COPFe 49	0.02200640820843659
Corr.	COPFe 64	0.02095732975312716
Corr.	COPFe 78	0.020764547932928454
Corr.	COPFe 291	0.020622207619750126
Corr.	COPFe 22	0.019648678088238877
Corr.	COPFe 223	0.01696737746433646
Corr.	COPFe 240	0.01654923038878956
Corr.	COPFe 172	0.01633321003086482
Corr.	COPFe 300	0.01628608066679174

Mean squared error for NTM using classifier is 0.04
Features appearing at least once
NTM	COPFe 264	0.06928629453065299
NTM	COPFe 138	0.054268549712772694
NTM	COPFe 185	0.05395992695839474
NTM	COPFe 120	0.02576258567536838
NTM	COPFe 247	0.02526904082716263
NTM	COPFe 70	0.02451253283614311
NTM	COPFe 186	0.016165315042477216
NTM	COPFe 107	0.016055247071945767
NTM	COPFe 1	0.01599928527986588
NTM	COPFe 86	0.0158909152316954
NTM	COPFe 267	0.01566213431690427
NTM	COPFe 96	0.014909244424402177
NTM	COPFe 16	0.01390728521642104
NTM	COPFe 299	0.01378422719911272
NTM	COPFe 104	0.012977249764350237
NTM	COPFe 148	0.012841750875980032
NTM	COPFe 155	0.012173834812658059
NTM	COPFe 87	0.011834385399260693
NTM	COPFe 131	0.01180455121116261
NTM	COPFe 220	0.011741282638491408

Mean squared error for Pseudomonas Culture using regressor is 0.13404292963486805
Features appearing at least once
Pseudomonas Culture	COPFe 57	0.05987368787690589
Pseudomonas Culture	COPFe 70	0.0455890222209681
Pseudomonas Culture	COPFe 209	0.033732497902518664
Pseudomonas Culture	COPFe 257	0.03285556918114135
Pseudomonas Culture	COPFe 22	0.028372631718162348
Pseudomonas Culture	COPFe 54	0.027768758411425502
Pseudomonas Culture	COPFe 181	0.026262940477680605
Pseudomonas Culture	COPFe 56	0.02319261375982128
Pseudomonas Culture	COPFe 183	0.02311695048728596
Pseudomonas Culture	COPFe 252	0.022258121781943804
Pseudomonas Culture	COPFe 262	0.01963120004521814
Pseudomonas Culture	COPFe 62	0.01950870402743151
Pseudomonas Culture	COPFe 184	0.01931723563954835
Pseudomonas Culture	COPFe 80	0.018167441459906678
Pseudomonas Culture	COPFe 73	0.01717171114216098
Pseudomonas Culture	COPFe 193	0.01599158671877303
Pseudomonas Culture	COPFe 212	0.01569071949620253
Pseudomonas Culture	COPFe 130	0.015207735351724616
Pseudomonas Culture	COPFe 136	0.014995954058217005
Pseudomonas Culture	COPFe 46	0.014984705876884172

Mean squared error for IgE using regressor is 129979.1027973684
Features appearing at least once
IgE	COPFe 224	0.08067802327710205
IgE	COPFe 203	0.07176769391894974
IgE	COPFe 256	0.0639002626481122
IgE	COPFe 268	0.056527097467673766
IgE	COPFe 283	0.05476569542791837
IgE	COPFe 110	0.05219958133104379
IgE	COPFe 112	0.04823158959260337
IgE	COPFe 104	0.04233685119444168
IgE	COPFe 221	0.03738037985614426
IgE	COPFe 289	0.03361640775292004
IgE	COPFe 186	0.03176647677192047
IgE	COPFe 167	0.029500462447173626
IgE	COPFe 230	0.02859563574616104
IgE	COPFe 204	0.023514919082649546
IgE	COPFe 81	0.021542755808586306
IgE	COPFe 84	0.020312184015585055
IgE	COPFe 129	0.016656616165151954
IgE	COPFe 138	0.016526313348525307
IgE	COPFe 231	0.016062162966445796
IgE	COPFe 280	0.012193380232755959

Mean squared error for Spec IgE using regressor is 413.9429136035997
Features appearing at least once
Spec IgE	COPFe 32	0.10891431740740676
Spec IgE	COPFe 290	0.08835569025299518
Spec IgE	COPFe 260	0.07126824150423648
Spec IgE	COPFe 251	0.06988779521714379
Spec IgE	COPFe 5	0.06331664256084783
Spec IgE	COPFe 197	0.059692293703696234
Spec IgE	COPFe 84	0.051766100367078884
Spec IgE	COPFe 281	0.043714169535680844
Spec IgE	COPFe 68	0.030683246171407025
Spec IgE	COPFe 222	0.02511143071630552
Spec IgE	COPFe 261	0.02485733191807358
Spec IgE	COPFe 144	0.020122502959658114
Spec IgE	COPFe 13	0.019474672533659997
Spec IgE	COPFe 283	0.019304278885967398
Spec IgE	COPFe 51	0.016961191941424387
Spec IgE	COPFe 15	0.016299448611143103
Spec IgE	COPFe 241	0.014868499770269699
Spec IgE	COPFe 97	0.014483178677944589
Spec IgE	COPFe 11	0.01358721883549935
Spec IgE	COPFe 218	0.01277786563585728

Mean squared error for Precipitins using regressor is 0.6827499877793507
Features appearing at least once
Precipitins	COPFe 84	0.09282543110166996
Precipitins	COPFe 36	0.07079512499925218
Precipitins	COPFe 71	0.06806799601992554
Precipitins	COPFe 245	0.041379923968354826
Precipitins	COPFe 298	0.03773680066692867
Precipitins	COPFe 134	0.03773585738190737
Precipitins	COPFe 136	0.03441131213816589
Precipitins	COPFe 151	0.02650448275565087
Precipitins	COPFe 169	0.022487840260358317
Precipitins	COPFe 291	0.022427790094375826
Precipitins	COPFe 91	0.020890802265867852
Precipitins	COPFe 287	0.018584458354351734
Precipitins	COPFe 119	0.018014150960527178
Precipitins	COPFe 218	0.01761042994705879
Precipitins	COPFe 172	0.017323842972257388
Precipitins	COPFe 182	0.01616974841335545
Precipitins	COPFe 28	0.015143280197475663
Precipitins	COPFe 201	0.014301824691091038
Precipitins	COPFe 39	0.014159773875640252
Precipitins	COPFe 224	0.013559314049681075

Mean squared error for FVC using regressor is 155.81206703737223
Features appearing at least once
FVC	COPFe 143	0.08552171532325212
FVC	COPFe 120	0.05585549189613343
FVC	COPFe 205	0.054502855248655876
FVC	COPFe 62	0.04225658450116176
FVC	COPFe 115	0.03425975917448083
FVC	COPFe 169	0.027127897598136243
FVC	COPFe 239	0.02319366814953866
FVC	COPFe 263	0.021189342748881367
FVC	COPFe 210	0.01969288820917227
FVC	COPFe 84	0.01714545700068911
FVC	COPFe 35	0.016620803388233598
FVC	COPFe 204	0.016404733198960002
FVC	COPFe 30	0.016164224037671773
FVC	COPFe 231	0.015553068948869948
FVC	COPFe 250	0.014911579644031826
FVC	COPFe 299	0.014290997962464188
FVC	COPFe 261	0.01379000842816141
FVC	COPFe 166	0.013777904187491245
FVC	COPFe 257	0.013152047177432786
FVC	COPFe 10	0.012580499188004622

Mean squared error for FEV1 using regressor is 212.92594972847084
Features appearing at least once
FEV1	COPFe 250	0.0684414818395761
FEV1	COPFe 13	0.062319344204847506
FEV1	COPFe 84	0.04868121173420624
FEV1	COPFe 205	0.03685156463270726
FEV1	COPFe 263	0.02847849225631423
FEV1	COPFe 45	0.026981296387594306
FEV1	COPFe 35	0.022722123312631622
FEV1	COPFe 267	0.022266394567633643
FEV1	COPFe 69	0.019559507827357207
FEV1	COPFe 190	0.019107616938222553
FEV1	COPFe 1	0.018682003393922994
FEV1	COPFe 188	0.015799292690058635
FEV1	COPFe 175	0.01567824531716413
FEV1	COPFe 192	0.014821477570133752
FEV1	COPFe 118	0.014507174118022504
FEV1	COPFe 204	0.014120305659674788
FEV1	COPFe 157	0.013671496754569884
FEV1	COPFe 3	0.013527574948243628
FEV1	COPFe 142	0.013292092353426347
FEV1	COPFe 143	0.01270774785250682

Mean squared error for Best FEV1 using regressor is 254.74977536638121
Features appearing at least once
Best FEV1	COPFe 14	0.06217065796137611
Best FEV1	COPFe 118	0.052072859872837635
Best FEV1	COPFe 64	0.0488790613586576
Best FEV1	COPFe 283	0.04434496360863073
Best FEV1	COPFe 13	0.03937207022371956
Best FEV1	COPFe 257	0.02454006727421871
Best FEV1	COPFe 42	0.023161362034929855
Best FEV1	COPFe 57	0.021350778810968668
Best FEV1	COPFe 297	0.020290776372486264
Best FEV1	COPFe 183	0.01961778670776295
Best FEV1	COPFe 124	0.01732731862925055
Best FEV1	COPFe 200	0.01677356810359862
Best FEV1	COPFe 290	0.01665082568713377
Best FEV1	COPFe 207	0.01570997776863214
Best FEV1	COPFe 163	0.015238526112802997
Best FEV1	COPFe 197	0.014338957021439964
Best FEV1	COPFe 258	0.014283957264041533
Best FEV1	COPFe 134	0.013545396227041274
Best FEV1	COPFe 35	0.01343450537084295
Best FEV1	COPFe 69	0.013264950850046515

Mean squared error for FEV1/best FEV1 using regressor is 0.0072561409504482135
Features appearing at least once
FEV1/best FEV1	COPFe 43	0.04505230640804267
FEV1/best FEV1	COPFe 33	0.03460103998146501
FEV1/best FEV1	COPFe 118	0.03187100264629985
FEV1/best FEV1	COPFe 34	0.02849541811144444
FEV1/best FEV1	COPFe 25	0.02766803326244797
FEV1/best FEV1	COPFe 24	0.025870461591853054
FEV1/best FEV1	COPFe 214	0.024198847105863258
FEV1/best FEV1	COPFe 145	0.023642349165057655
FEV1/best FEV1	COPFe 280	0.02327051680831676
FEV1/best FEV1	COPFe 157	0.02220543851929449
FEV1/best FEV1	COPFe 139	0.02214416268523316
FEV1/best FEV1	COPFe 194	0.02178308367442796
FEV1/best FEV1	COPFe 148	0.02079403389113818
FEV1/best FEV1	COPFe 128	0.019765873683459174
FEV1/best FEV1	COPFe 245	0.019058544822421513
FEV1/best FEV1	COPFe 205	0.018442224877763667
FEV1/best FEV1	COPFe 185	0.01833785988173589
FEV1/best FEV1	COPFe 262	0.018236080377287738
FEV1/best FEV1	COPFe 269	0.01757265325614287
FEV1/best FEV1	COPFe 130	0.017154764904310622

Mean squared error for FEV1_RATIO_SCORE using classifier is 0.8
Features appearing at least once
FEV1_RATIO_SCORE	COPFe 148	0.02650604155353401
FEV1_RATIO_SCORE	COPFe 72	0.018806689316332097
FEV1_RATIO_SCORE	COPFe 262	0.015458275732350635
FEV1_RATIO_SCORE	COPFe 185	0.015145134398764616
FEV1_RATIO_SCORE	COPFe 240	0.01496320894491352
FEV1_RATIO_SCORE	COPFe 203	0.012746765233421567
FEV1_RATIO_SCORE	COPFe 219	0.012262662212045262
FEV1_RATIO_SCORE	COPFe 190	0.011513650255113408
FEV1_RATIO_SCORE	COPFe 193	0.011072637100410782
FEV1_RATIO_SCORE	COPFe 171	0.011007693857286168
FEV1_RATIO_SCORE	COPFe 37	0.010295730921308801
FEV1_RATIO_SCORE	COPFe 245	0.010090461238637945
FEV1_RATIO_SCORE	COPFe 226	0.009543473726576867
FEV1_RATIO_SCORE	COPFe 238	0.009216021300611965
FEV1_RATIO_SCORE	COPFe 92	0.009208332872462883
FEV1_RATIO_SCORE	COPFe 282	0.00914772706850123
FEV1_RATIO_SCORE	COPFe 275	0.008910104522581069
FEV1_RATIO_SCORE	COPFe 276	0.008821310051605056
FEV1_RATIO_SCORE	COPFe 254	0.008524601826678196
FEV1_RATIO_SCORE	COPFe 267	0.008466212663679643

Mean squared error for FEV1_Obstruction_Rank using classifier is 0.12
Features appearing at least once
FEV1_Obstruction_Rank	COPFe 139	0.06371327399792506
FEV1_Obstruction_Rank	COPFe 227	0.05424632104812076
FEV1_Obstruction_Rank	COPFe 182	0.03858638614738596
FEV1_Obstruction_Rank	COPFe 118	0.03425621939663762
FEV1_Obstruction_Rank	COPFe 245	0.03288082843194328
FEV1_Obstruction_Rank	COPFe 237	0.0291299922333561
FEV1_Obstruction_Rank	COPFe 40	0.026703980597189498
FEV1_Obstruction_Rank	COPFe 128	0.026098846915485082
FEV1_Obstruction_Rank	COPFe 72	0.025600136363221438
FEV1_Obstruction_Rank	COPFe 95	0.025075047351154643
FEV1_Obstruction_Rank	COPFe 201	0.02010363419064198
FEV1_Obstruction_Rank	COPFe 244	0.02007055364555072
FEV1_Obstruction_Rank	COPFe 229	0.020042553082799633
FEV1_Obstruction_Rank	COPFe 280	0.019705067550251875
FEV1_Obstruction_Rank	COPFe 53	0.018945451825188128
FEV1_Obstruction_Rank	COPFe 146	0.01751068761971867
FEV1_Obstruction_Rank	COPFe 248	0.017446644692417527
FEV1_Obstruction_Rank	COPFe 50	0.01673010570662707
FEV1_Obstruction_Rank	COPFe 32	0.016596175802300855
FEV1_Obstruction_Rank	COPFe 234	0.015030238478563017

Mean squared error for Cystic Fibrosis related diabetes (CFRD) using classifier is 0.19230769230769232
Features appearing at least once
Cystic Fibrosis related diabetes (CFRD)	COPFe 262	0.02820135639469592
Cystic Fibrosis related diabetes (CFRD)	COPFe 166	0.01933330942959783
Cystic Fibrosis related diabetes (CFRD)	COPFe 271	0.016248504436794264
Cystic Fibrosis related diabetes (CFRD)	COPFe 237	0.014917246550179862
Cystic Fibrosis related diabetes (CFRD)	COPFe 70	0.014605451877499794
Cystic Fibrosis related diabetes (CFRD)	COPFe 81	0.013666047859588248
Cystic Fibrosis related diabetes (CFRD)	COPFe 118	0.01323991193634215
Cystic Fibrosis related diabetes (CFRD)	COPFe 103	0.012970667323045424
Cystic Fibrosis related diabetes (CFRD)	COPFe 138	0.012761392462133637
Cystic Fibrosis related diabetes (CFRD)	COPFe 277	0.012299428660953892
Cystic Fibrosis related diabetes (CFRD)	COPFe 148	0.011976582541595511
Cystic Fibrosis related diabetes (CFRD)	COPFe 235	0.010686701006382382
Cystic Fibrosis related diabetes (CFRD)	COPFe 229	0.010489400601672107
Cystic Fibrosis related diabetes (CFRD)	COPFe 117	0.010391299044867445
Cystic Fibrosis related diabetes (CFRD)	COPFe 291	0.009736947599450423
Cystic Fibrosis related diabetes (CFRD)	COPFe 244	0.00970017172916234
Cystic Fibrosis related diabetes (CFRD)	COPFe 129	0.009400988687823754
Cystic Fibrosis related diabetes (CFRD)	COPFe 256	0.008879425330965276
Cystic Fibrosis related diabetes (CFRD)	COPFe 162	0.00864912150298548
Cystic Fibrosis related diabetes (CFRD)	COPFe 263	0.008640952802486699

Mean squared error for Pancreatic insufficiency (PI) using classifier is 0.0
Features appearing at least once
Pancreatic insufficiency (PI)	COPFe 299	0.05437042913823727
Pancreatic insufficiency (PI)	COPFe 105	0.05013021580194312
Pancreatic insufficiency (PI)	COPFe 273	0.04543918520027323
Pancreatic insufficiency (PI)	COPFe 212	0.04535898457767821
Pancreatic insufficiency (PI)	COPFe 277	0.04415522189939077
Pancreatic insufficiency (PI)	COPFe 272	0.04123276985054996
Pancreatic insufficiency (PI)	COPFe 186	0.03436466760572284
Pancreatic insufficiency (PI)	COPFe 122	0.0302582172000159
Pancreatic insufficiency (PI)	COPFe 59	0.028778083788474875
Pancreatic insufficiency (PI)	COPFe 274	0.02840278764965285
Pancreatic insufficiency (PI)	COPFe 280	0.027453087234185648
Pancreatic insufficiency (PI)	COPFe 103	0.02570811415791091
Pancreatic insufficiency (PI)	COPFe 260	0.024624174231066342
Pancreatic insufficiency (PI)	COPFe 242	0.022861924491093474
Pancreatic insufficiency (PI)	COPFe 219	0.0212700749959884
Pancreatic insufficiency (PI)	COPFe 50	0.01854871983742448
Pancreatic insufficiency (PI)	COPFe 169	0.01713892793063148
Pancreatic insufficiency (PI)	COPFe 220	0.016707607788297277
Pancreatic insufficiency (PI)	COPFe 155	0.014622481262852656
Pancreatic insufficiency (PI)	COPFe 275	0.013862216316380127

Mean squared error for CFLD using classifier is 0.875
Features appearing at least once
CFLD	COPFe 3	0.03328907606402202
CFLD	COPFe 80	0.03020487787853164
CFLD	COPFe 184	0.025760586907533904
CFLD	COPFe 42	0.025011740084704314
CFLD	COPFe 18	0.024362144234391488
CFLD	COPFe 267	0.023106516555944083
