Predictor	Feature	Importance
FEV1_RATIO_SCORE	Cluster 648	0.0048679147059775075
FEV1_RATIO_SCORE	Cluster 31	0.004813540570915431
FEV1_RATIO_SCORE	Cluster 805	0.004685979521718044
FEV1_RATIO_SCORE	Cluster 1254	0.004538703835733508
FEV1_RATIO_SCORE	Cluster 146	0.004393508307182009
FEV1_RATIO_SCORE	Cluster 950	0.004240615568419896
FEV1_RATIO_SCORE	Cluster 1136	0.004158890032646207
FEV1_RATIO_SCORE	Cluster 1104	0.00409016273398573
FEV1_RATIO_SCORE	Cluster 565	0.004009033973263103

Mean squared error for FEV1_Obstruction_Rank using classifier is 0.12
Features appearing at least once
FEV1_Obstruction_Rank	Cluster 1262	0.03869515458929158
FEV1_Obstruction_Rank	Cluster 1080	0.02674166132522076
FEV1_Obstruction_Rank	Cluster 1021	0.022136202176611008
FEV1_Obstruction_Rank	Cluster 1268	0.018009927677132664
FEV1_Obstruction_Rank	Cluster 755	0.016171711517487922
FEV1_Obstruction_Rank	Cluster 1277	0.01612571542444678
FEV1_Obstruction_Rank	Cluster 901	0.015053456155396373
FEV1_Obstruction_Rank	Cluster 1178	0.014888179249578854
FEV1_Obstruction_Rank	Cluster 1409	0.014328402404570064
FEV1_Obstruction_Rank	Cluster 648	0.012719717099969337
FEV1_Obstruction_Rank	Cluster 699	0.012458743840055337
FEV1_Obstruction_Rank	Cluster 1120	0.011373651022441849
FEV1_Obstruction_Rank	Cluster 550	0.011134704175903483
FEV1_Obstruction_Rank	Cluster 1318	0.010669895534612263
FEV1_Obstruction_Rank	Cluster 321	0.010578254091026324
FEV1_Obstruction_Rank	Cluster 403	0.010441495037134095
FEV1_Obstruction_Rank	Cluster 632	0.010234354678067189
FEV1_Obstruction_Rank	Cluster 1267	0.010084920840206034
FEV1_Obstruction_Rank	Cluster 1225	0.0098501418482636
FEV1_Obstruction_Rank	Cluster 870	0.009819132549849448

Mean squared error for Cystic Fibrosis related diabetes (CFRD) using classifier is 0.15384615384615385
Features appearing at least once
Cystic Fibrosis related diabetes (CFRD)	Cluster 148	0.012393913307970492
Cystic Fibrosis related diabetes (CFRD)	Cluster 208	0.00925494459181514
Cystic Fibrosis related diabetes (CFRD)	Cluster 49	0.008459858245661804
Cystic Fibrosis related diabetes (CFRD)	Cluster 1460	0.00772297347979202
Cystic Fibrosis related diabetes (CFRD)	Cluster 364	0.00730973528052196
Cystic Fibrosis related diabetes (CFRD)	Cluster 614	0.006967789610852142
Cystic Fibrosis related diabetes (CFRD)	Cluster 1120	0.006932364889565313
Cystic Fibrosis related diabetes (CFRD)	Cluster 300	0.006854197577318362
Cystic Fibrosis related diabetes (CFRD)	Cluster 918	0.006757754653734654
Cystic Fibrosis related diabetes (CFRD)	Cluster 1149	0.006612025871714118
Cystic Fibrosis related diabetes (CFRD)	Cluster 35	0.006559746688387435
Cystic Fibrosis related diabetes (CFRD)	Cluster 327	0.006507692422577743
Cystic Fibrosis related diabetes (CFRD)	Cluster 332	0.006485299121262462
Cystic Fibrosis related diabetes (CFRD)	Cluster 353	0.006069695114573369
Cystic Fibrosis related diabetes (CFRD)	Cluster 666	0.00595021793847456
Cystic Fibrosis related diabetes (CFRD)	Cluster 1414	0.005804159650249257
Cystic Fibrosis related diabetes (CFRD)	Cluster 855	0.005407682793620983
Cystic Fibrosis related diabetes (CFRD)	Cluster 1100	0.005294341076144247
Cystic Fibrosis related diabetes (CFRD)	Cluster 1119	0.005270711530064809
Cystic Fibrosis related diabetes (CFRD)	Cluster 338	0.005227533001473101

Mean squared error for Pancreatic insufficiency (PI) using classifier is 0.0
Features appearing at least once
Pancreatic insufficiency (PI)	Cluster 1201	0.0320395267109169
Pancreatic insufficiency (PI)	Cluster 909	0.026786705933392243
Pancreatic insufficiency (PI)	Cluster 257	0.024090472081730246
Pancreatic insufficiency (PI)	Cluster 819	0.02351329031347498
Pancreatic insufficiency (PI)	Cluster 1189	0.022369061355576595
Pancreatic insufficiency (PI)	Cluster 1207	0.021657057638014707
Pancreatic insufficiency (PI)	Cluster 1486	0.02163095028530425
Pancreatic insufficiency (PI)	Cluster 668	0.020590501378593383
Pancreatic insufficiency (PI)	Cluster 1443	0.019407693582735506
Pancreatic insufficiency (PI)	Cluster 1457	0.018422337186213108
Pancreatic insufficiency (PI)	Cluster 430	0.017997928283562097
Pancreatic insufficiency (PI)	Cluster 1466	0.017528726550293226
Pancreatic insufficiency (PI)	Cluster 1206	0.01620652351343316
Pancreatic insufficiency (PI)	Cluster 48	0.015942730585867412
Pancreatic insufficiency (PI)	Cluster 301	0.015194557110418543
Pancreatic insufficiency (PI)	Cluster 1382	0.01475426762153589
Pancreatic insufficiency (PI)	Cluster 556	0.013884628112867024
Pancreatic insufficiency (PI)	Cluster 1001	0.013813489382524347
Pancreatic insufficiency (PI)	Cluster 1209	0.013458136854378308
Pancreatic insufficiency (PI)	Cluster 729	0.013453088118062772

Mean squared error for CFLD using classifier is 0.7083333333333334
Features appearing at least once
CFLD	Cluster 1418	0.016290428925830786
CFLD	Cluster 719	0.01565403921423116
CFLD	Cluster 1448	0.014178540485691985
CFLD	Cluster 1224	0.013922961126435224
CFLD	Cluster 845	0.013857517727849772
CFLD	Cluster 722	0.013087153220539249
CFLD	Cluster 415	0.012923019975637405
CFLD	Cluster 299	0.012842183079568026
CFLD	Cluster 335	0.01163501275091991
CFLD	Cluster 1237	0.010604134871752558
CFLD	Cluster 698	0.010506170227102126
CFLD	Cluster 1420	0.009416375703443173
CFLD	Cluster 679	0.009109383222511756
CFLD	Cluster 1417	0.009103542108082086
CFLD	Cluster 527	0.009061062517136755
CFLD	Cluster 14	0.008426442816607921
CFLD	Cluster 1323	0.008284188496351723
CFLD	Cluster 495	0.008043288316089903
CFLD	Cluster 470	0.007917492754766208
CFLD	Cluster 723	0.007624212993915746

Mean squared error for CS_mucoid using classifier is 0.11538461538461539
Features appearing at least once
CS_mucoid	Cluster 2	0.041602510914214706
CS_mucoid	Cluster 3	0.027476836858475996
CS_mucoid	Cluster 25	0.024539539850850042
CS_mucoid	Cluster 16	0.018960485617727854
CS_mucoid	Cluster 4	0.01729817805319072
CS_mucoid	Cluster 38	0.016853747191623757
CS_mucoid	Cluster 9	0.0146972857208387
CS_mucoid	Cluster 732	0.014676929685199293
CS_mucoid	Cluster 1	0.01444030028673984
CS_mucoid	Cluster 950	0.013531150231161797
CS_mucoid	Cluster 12	0.011987851216575517
CS_mucoid	Cluster 37	0.010982685918253602
CS_mucoid	Cluster 20	0.010765285926592117
CS_mucoid	Cluster 5	0.009502142070433072
CS_mucoid	Cluster 840	0.008952850047883872
CS_mucoid	Cluster 833	0.008645136226715743
CS_mucoid	Cluster 741	0.008395347269129638
CS_mucoid	Cluster 35	0.008230036267611087
CS_mucoid	Cluster 82	0.008074217331757822
CS_mucoid	Cluster 62	0.008051508384936444

Mean squared error for CS_non-mucoid using classifier is 0.07692307692307693
Features appearing at least once
CS_non-mucoid	Cluster 964	0.03449346801557571
CS_non-mucoid	Cluster 1220	0.024095078536581355
CS_non-mucoid	Cluster 1235	0.019566201717447027
CS_non-mucoid	Cluster 923	0.019152965930762537
CS_non-mucoid	Cluster 344	0.01877817728449455
CS_non-mucoid	Cluster 255	0.01699660183247544
CS_non-mucoid	Cluster 1258	0.014496030040837129
CS_non-mucoid	Cluster 242	0.01313092818154382
CS_non-mucoid	Cluster 820	0.01232303984617925
CS_non-mucoid	Cluster 1248	0.012203681534729878
CS_non-mucoid	Cluster 855	0.011968818251503668
CS_non-mucoid	Cluster 763	0.011693298545092457
CS_non-mucoid	Cluster 1400	0.011638291128759507
CS_non-mucoid	Cluster 1171	0.010700852723106325
CS_non-mucoid	Cluster 992	0.00956145217032671
CS_non-mucoid	Cluster 856	0.008232313997183835
CS_non-mucoid	Cluster 453	0.008120688228389185
CS_non-mucoid	Cluster 616	0.00811689558218214
CS_non-mucoid	Cluster 75	0.007722355724702437
CS_non-mucoid	Cluster 900	0.007675070161092443

Mean squared error for CS_Pseudomonas aeruginosa using classifier is 0.15384615384615385
Features appearing at least once
CS_Pseudomonas aeruginosa	Cluster 3	0.021426227863296947
CS_Pseudomonas aeruginosa	Cluster 76	0.017697816618252715
CS_Pseudomonas aeruginosa	Cluster 840	0.01711023427200893
CS_Pseudomonas aeruginosa	Cluster 2	0.015813581361003658
CS_Pseudomonas aeruginosa	Cluster 9	0.014334568789787592
CS_Pseudomonas aeruginosa	Cluster 950	0.013619238211225997
CS_Pseudomonas aeruginosa	Cluster 1062	0.013376368827697008
CS_Pseudomonas aeruginosa	Cluster 800	0.012409829532506331
CS_Pseudomonas aeruginosa	Cluster 37	0.011597576079961699
CS_Pseudomonas aeruginosa	Cluster 43	0.010963376928356442
CS_Pseudomonas aeruginosa	Cluster 736	0.010730729657373308
CS_Pseudomonas aeruginosa	Cluster 5	0.010614039291832486
CS_Pseudomonas aeruginosa	Cluster 964	0.010457243733617467
CS_Pseudomonas aeruginosa	Cluster 14	0.010054988841203646
CS_Pseudomonas aeruginosa	Cluster 255	0.009588086117346684
CS_Pseudomonas aeruginosa	Cluster 963	0.0095460511457702
CS_Pseudomonas aeruginosa	Cluster 584	0.009424350005036953
CS_Pseudomonas aeruginosa	Cluster 4	0.009284474881309002
CS_Pseudomonas aeruginosa	Cluster 78	0.008904282706405288
CS_Pseudomonas aeruginosa	Cluster 42	0.008595954581822005

Mean squared error for CS_Oral flora using classifier is 0.34615384615384615
Features appearing at least once
CS_Oral flora	Cluster 1323	0.018263428482196604
CS_Oral flora	Cluster 164	0.018181759824978324
CS_Oral flora	Cluster 836	0.017055103660460716
CS_Oral flora	Cluster 352	0.016167727285165082
CS_Oral flora	Cluster 1480	0.014828164239446587
CS_Oral flora	Cluster 127	0.012407642955401813
CS_Oral flora	Cluster 1123	0.012375789141031808
CS_Oral flora	Cluster 916	0.012232713818988866
CS_Oral flora	Cluster 806	0.011987792582740119
CS_Oral flora	Cluster 913	0.010584372987832451
CS_Oral flora	Cluster 332	0.010366553017554575
CS_Oral flora	Cluster 1149	0.010340144163270752
CS_Oral flora	Cluster 184	0.009850137430961194
CS_Oral flora	Cluster 479	0.009624007599590478
CS_Oral flora	Cluster 1396	0.009240718837717538
CS_Oral flora	Cluster 28	0.008915887716546667
CS_Oral flora	Cluster 1150	0.008892882265461501
CS_Oral flora	Cluster 61	0.00825104218805735
CS_Oral flora	Cluster 799	0.00813199166423441
CS_Oral flora	Cluster 49	0.007935538016139325

Mean squared error for CS_Stenophotomonas maltophilia using classifier is 0.07692307692307693
Features appearing at least once
CS_Stenophotomonas maltophilia	Cluster 918	0.023778094972535843
CS_Stenophotomonas maltophilia	Cluster 1404	0.023199311300296163
CS_Stenophotomonas maltophilia	Cluster 307	0.022194759093026303
CS_Stenophotomonas maltophilia	Cluster 827	0.02035606394734247
CS_Stenophotomonas maltophilia	Cluster 1327	0.01886409965342214
CS_Stenophotomonas maltophilia	Cluster 71	0.01864929631278615
CS_Stenophotomonas maltophilia	Cluster 299	0.01802065224377245
CS_Stenophotomonas maltophilia	Cluster 973	0.017988706860846495
CS_Stenophotomonas maltophilia	Cluster 932	0.01715107222125723
CS_Stenophotomonas maltophilia	Cluster 447	0.016273250406824955
CS_Stenophotomonas maltophilia	Cluster 947	0.016085055859511442
CS_Stenophotomonas maltophilia	Cluster 280	0.015550020740758551
CS_Stenophotomonas maltophilia	Cluster 1010	0.013893149565363482
CS_Stenophotomonas maltophilia	Cluster 290	0.013718821388140887
CS_Stenophotomonas maltophilia	Cluster 983	0.013339826311316853
CS_Stenophotomonas maltophilia	Cluster 822	0.012135611962148466
CS_Stenophotomonas maltophilia	Cluster 1184	0.011742813263982941
CS_Stenophotomonas maltophilia	Cluster 99	0.010518300984335932
CS_Stenophotomonas maltophilia	Cluster 353	0.0104608057838108
CS_Stenophotomonas maltophilia	Cluster 250	0.00963155583455057

Mean squared error for CS_Aspergillus fumigatus using classifier is 0.15384615384615385
Features appearing at least once
CS_Aspergillus fumigatus	Cluster 1161	0.01682587298855131
CS_Aspergillus fumigatus	Cluster 367	0.015464337674319113
CS_Aspergillus fumigatus	Cluster 1018	0.015139528379480738
CS_Aspergillus fumigatus	Cluster 1093	0.014508735323315019
CS_Aspergillus fumigatus	Cluster 521	0.012272267877283055
CS_Aspergillus fumigatus	Cluster 68	0.010403897481463704
CS_Aspergillus fumigatus	Cluster 1036	0.010115957697218979
CS_Aspergillus fumigatus	Cluster 338	0.010092064878864439
CS_Aspergillus fumigatus	Cluster 1251	0.010001512250310806
CS_Aspergillus fumigatus	Cluster 169	0.009972142203640804
CS_Aspergillus fumigatus	Cluster 637	0.009951289535080635
CS_Aspergillus fumigatus	Cluster 1127	0.009443873800597866
CS_Aspergillus fumigatus	Cluster 1091	0.008997358317691445
CS_Aspergillus fumigatus	Cluster 131	0.008887837743550057
CS_Aspergillus fumigatus	Cluster 1258	0.008618600421457581
CS_Aspergillus fumigatus	Cluster 996	0.008249391071523837
CS_Aspergillus fumigatus	Cluster 947	0.00808255213744121
CS_Aspergillus fumigatus	Cluster 1009	0.007977713649014862
CS_Aspergillus fumigatus	Cluster 1024	0.007673833683934691
CS_Aspergillus fumigatus	Cluster 175	0.0073520232998913115

Mean squared error for CS_Aspergillus flavus using classifier is 0.0
Features appearing at least once
CS_Aspergillus flavus	Cluster 1451	0.03817392338680753
CS_Aspergillus flavus	Cluster 700	0.03367461600424988
CS_Aspergillus flavus	Cluster 1202	0.032132445713231206
CS_Aspergillus flavus	Cluster 1280	0.031696757706220414
CS_Aspergillus flavus	Cluster 1209	0.02927209593068624
CS_Aspergillus flavus	Cluster 454	0.02650170488270645
CS_Aspergillus flavus	Cluster 1140	0.02601394303260502
CS_Aspergillus flavus	Cluster 1182	0.025852995905318598
CS_Aspergillus flavus	Cluster 1460	0.02510005635295479
CS_Aspergillus flavus	Cluster 1337	0.024442062557743637
CS_Aspergillus flavus	Cluster 125	0.024231468737776846
CS_Aspergillus flavus	Cluster 587	0.02418646992442232
CS_Aspergillus flavus	Cluster 1459	0.02351930774969523
CS_Aspergillus flavus	Cluster 1439	0.020874122265962244
CS_Aspergillus flavus	Cluster 1334	0.02028551557181413
CS_Aspergillus flavus	Cluster 681	0.01910433443079176
CS_Aspergillus flavus	Cluster 1197	0.01868655482323985
CS_Aspergillus flavus	Cluster 696	0.01806240449712776
CS_Aspergillus flavus	Cluster 132	0.017430801503024066
CS_Aspergillus flavus	Cluster 1145	0.0174012546565857

Mean squared error for CS_Candida albicans using classifier is 0.3076923076923077
Features appearing at least once
CS_Candida albicans	Cluster 625	0.017747317157181985
CS_Candida albicans	Cluster 22	0.01638749378514903
CS_Candida albicans	Cluster 800	0.01630395848014538
CS_Candida albicans	Cluster 16	0.01387863462165408
CS_Candida albicans	Cluster 84	0.013376405756775567
CS_Candida albicans	Cluster 801	0.013271319901489597
CS_Candida albicans	Cluster 763	0.013246077851826474
CS_Candida albicans	Cluster 842	0.012907277610363525
CS_Candida albicans	Cluster 627	0.011500122321967697
CS_Candida albicans	Cluster 32	0.011185148230855943
CS_Candida albicans	Cluster 839	0.011051744275475823
CS_Candida albicans	Cluster 15	0.010508001875390477
CS_Candida albicans	Cluster 1329	0.01035293341764548
CS_Candida albicans	Cluster 175	0.010135714215499402
CS_Candida albicans	Cluster 122	0.009743084897996277
CS_Candida albicans	Cluster 1328	0.009522460417242869
CS_Candida albicans	Cluster 65	0.009333861022478915
CS_Candida albicans	Cluster 420	0.008454736410287846
CS_Candida albicans	Cluster 597	0.007096677464412133
CS_Candida albicans	Cluster 794	0.006883507013904086

Mean squared error for CS_Mycobacteroides abscessus using classifier is 0.038461538461538464
Features appearing at least once
CS_Mycobacteroides abscessus	Cluster 1187	0.04169179761174297
CS_Mycobacteroides abscessus	Cluster 1178	0.026349157363436137
CS_Mycobacteroides abscessus	Cluster 925	0.024343850509054195
CS_Mycobacteroides abscessus	Cluster 957	0.023613762638874686
CS_Mycobacteroides abscessus	Cluster 1186	0.023248983652021726
CS_Mycobacteroides abscessus	Cluster 1308	0.021227402957230055
CS_Mycobacteroides abscessus	Cluster 1495	0.02074602201093893
CS_Mycobacteroides abscessus	Cluster 933	0.01881146508435848
CS_Mycobacteroides abscessus	Cluster 1129	0.017730165149722775
CS_Mycobacteroides abscessus	Cluster 343	0.01769214867202442
CS_Mycobacteroides abscessus	Cluster 909	0.01751787131854363
CS_Mycobacteroides abscessus	Cluster 1057	0.017441582161858146
CS_Mycobacteroides abscessus	Cluster 978	0.01681715189306906
CS_Mycobacteroides abscessus	Cluster 1202	0.016621689792559395
CS_Mycobacteroides abscessus	Cluster 712	0.016229064937314717
CS_Mycobacteroides abscessus	Cluster 1384	0.016193301540351927
CS_Mycobacteroides abscessus	Cluster 926	0.015785974339187
CS_Mycobacteroides abscessus	Cluster 879	0.01385931166032274
CS_Mycobacteroides abscessus	Cluster 535	0.01356441436092486
CS_Mycobacteroides abscessus	Cluster 1235	0.01343000650805933

Mean squared error for CS_Mycobacterium intracellulare using classifier is 0.0
Features appearing at least once
CS_Mycobacterium intracellulare	Cluster 981	0.028879754446815814
CS_Mycobacterium intracellulare	Cluster 971	0.02478001722748445
CS_Mycobacterium intracellulare	Cluster 1149	0.02141445273906951
CS_Mycobacterium intracellulare	Cluster 59	0.021395106239562426
CS_Mycobacterium intracellulare	Cluster 1068	0.01992592625937917
CS_Mycobacterium intracellulare	Cluster 1218	0.019916254537215114
CS_Mycobacterium intracellulare	Cluster 984	0.019600831512584002
CS_Mycobacterium intracellulare	Cluster 957	0.019593154808418372
CS_Mycobacterium intracellulare	Cluster 1041	0.019353378058297586
CS_Mycobacterium intracellulare	Cluster 654	0.01893996771788412
CS_Mycobacterium intracellulare	Cluster 1020	0.018833024156809732
CS_Mycobacterium intracellulare	Cluster 1156	0.01814138655667935
CS_Mycobacterium intracellulare	Cluster 892	0.01753905483654622
CS_Mycobacterium intracellulare	Cluster 185	0.017212208475693647
CS_Mycobacterium intracellulare	Cluster 492	0.017205425120258456
CS_Mycobacterium intracellulare	Cluster 1205	0.016454030015177847
CS_Mycobacterium intracellulare	Cluster 292	0.015475126441015234
CS_Mycobacterium intracellulare	Cluster 1046	0.014459071008065648
CS_Mycobacterium intracellulare	Cluster 88	0.013269618819970259
CS_Mycobacterium intracellulare	Cluster 1267	0.013166535606373288

Mean squared error for CS_Staphylococcus  aureus using classifier is 0.15384615384615385
Features appearing at least once
CS_Staphylococcus  aureus	Cluster 159	0.018893850820502323
CS_Staphylococcus  aureus	Cluster 461	0.016973491487030506
CS_Staphylococcus  aureus	Cluster 470	0.015492177446613522
CS_Staphylococcus  aureus	Cluster 897	0.014754138098659306
CS_Staphylococcus  aureus	Cluster 495	0.014710375059650798
CS_Staphylococcus  aureus	Cluster 62	0.014203707860380126
CS_Staphylococcus  aureus	Cluster 1355	0.013837992052780796
CS_Staphylococcus  aureus	Cluster 885	0.013746328698770946
CS_Staphylococcus  aureus	Cluster 158	0.013743368671183837
CS_Staphylococcus  aureus	Cluster 953	0.012127557957627558
CS_Staphylococcus  aureus	Cluster 924	0.010495392920449457
CS_Staphylococcus  aureus	Cluster 433	0.010046543776188736
CS_Staphylococcus  aureus	Cluster 146	0.009426815756880657
CS_Staphylococcus  aureus	Cluster 896	0.00925746586825168
CS_Staphylococcus  aureus	Cluster 905	0.0087066874419447
CS_Staphylococcus  aureus	Cluster 147	0.008586452223037961
CS_Staphylococcus  aureus	Cluster 1383	0.007921178372772916
CS_Staphylococcus  aureus	Cluster 939	0.007858335821221795
CS_Staphylococcus  aureus	Cluster 1368	0.0077387747849715005
CS_Staphylococcus  aureus	Cluster 1125	0.007620836762375231

Mean squared error for CS_Inquilinus limosus using classifier is 0.0
Features appearing at least once
CS_Inquilinus limosus	Cluster 970	0.028455645559336183
CS_Inquilinus limosus	Cluster 73	0.025309972157859132
CS_Inquilinus limosus	Cluster 923	0.020108147844791306
CS_Inquilinus limosus	Cluster 870	0.01975878739993921
CS_Inquilinus limosus	Cluster 1479	0.019730262414846506
CS_Inquilinus limosus	Cluster 911	0.0197263369408019
CS_Inquilinus limosus	Cluster 933	0.018695914682234614
CS_Inquilinus limosus	Cluster 299	0.018534043909626447
CS_Inquilinus limosus	Cluster 733	0.018091111376301806
CS_Inquilinus limosus	Cluster 1156	0.018030385572038458
CS_Inquilinus limosus	Cluster 841	0.01595591570191514
CS_Inquilinus limosus	Cluster 811	0.015590251756779857
CS_Inquilinus limosus	Cluster 1222	0.015519731039614201
CS_Inquilinus limosus	Cluster 340	0.01533262953126581
CS_Inquilinus limosus	Cluster 1345	0.015294392994948423
CS_Inquilinus limosus	Cluster 321	0.014808364901969654
CS_Inquilinus limosus	Cluster 852	0.014745398792459397
CS_Inquilinus limosus	Cluster 952	0.014590045687880016
CS_Inquilinus limosus	Cluster 412	0.01432257401381975
CS_Inquilinus limosus	Cluster 113	0.01380539127470913

Mean squared error for CS_Achromobacter xylosoxidans using classifier is 0.0
Features appearing at least once
CS_Achromobacter xylosoxidans	Cluster 1323	0.0384452931005373
CS_Achromobacter xylosoxidans	Cluster 139	0.03092355778163589
CS_Achromobacter xylosoxidans	Cluster 316	0.029666416758735208
CS_Achromobacter xylosoxidans	Cluster 995	0.029272124157155136
CS_Achromobacter xylosoxidans	Cluster 358	0.02818333662251588
CS_Achromobacter xylosoxidans	Cluster 681	0.02784336858794253
CS_Achromobacter xylosoxidans	Cluster 824	0.02707223795848869
CS_Achromobacter xylosoxidans	Cluster 835	0.026965502932788748
CS_Achromobacter xylosoxidans	Cluster 1432	0.025321129360119703
CS_Achromobacter xylosoxidans	Cluster 1201	0.02435671577598913
CS_Achromobacter xylosoxidans	Cluster 1056	0.024099313670165035
CS_Achromobacter xylosoxidans	Cluster 417	0.023522511476033243
CS_Achromobacter xylosoxidans	Cluster 1324	0.023374134602456385
CS_Achromobacter xylosoxidans	Cluster 1322	0.02206552073464135
CS_Achromobacter xylosoxidans	Cluster 1260	0.02140996077655911
CS_Achromobacter xylosoxidans	Cluster 259	0.021408124342547123
CS_Achromobacter xylosoxidans	Cluster 1037	0.01983826868565187
CS_Achromobacter xylosoxidans	Cluster 1063	0.01969109131559296
CS_Achromobacter xylosoxidans	Cluster 317	0.0190976070005105
CS_Achromobacter xylosoxidans	Cluster 1016	0.016583956257569032

Mean squared error for CS_Burkholderia cepacia using classifier is 0.0
Features appearing at least once
CS_Burkholderia cepacia	Cluster 1310	0.03108675566117761
CS_Burkholderia cepacia	Cluster 365	0.02679239115783158
CS_Burkholderia cepacia	Cluster 1053	0.02668739344204375
CS_Burkholderia cepacia	Cluster 1212	0.023564308555354775
CS_Burkholderia cepacia	Cluster 323	0.02028861288862233
CS_Burkholderia cepacia	Cluster 749	0.019962509480605968
CS_Burkholderia cepacia	Cluster 461	0.0193755578473496
CS_Burkholderia cepacia	Cluster 1364	0.018676567174041127
CS_Burkholderia cepacia	Cluster 955	0.01819822779220189
CS_Burkholderia cepacia	Cluster 906	0.01729751385557292
CS_Burkholderia cepacia	Cluster 290	0.016811457791145876
CS_Burkholderia cepacia	Cluster 1172	0.01637028477697254
CS_Burkholderia cepacia	Cluster 1370	0.016061304751336845
CS_Burkholderia cepacia	Cluster 225	0.015585567901282805
CS_Burkholderia cepacia	Cluster 338	0.015340821199551938
CS_Burkholderia cepacia	Cluster 460	0.013862077123187124
CS_Burkholderia cepacia	Cluster 52	0.01377428305939702
CS_Burkholderia cepacia	Cluster 311	0.013505287746716978
CS_Burkholderia cepacia	Cluster 836	0.013487176890039495
CS_Burkholderia cepacia	Cluster 465	0.01338476552039973

Mean squared error for CS_Mycolicibacter terrae using classifier is 0.0
Features appearing at least once
CS_Mycolicibacter terrae	Cluster 314	0.031217382751972177
CS_Mycolicibacter terrae	Cluster 839	0.026306081553983486
CS_Mycolicibacter terrae	Cluster 1129	0.025325525188601674
CS_Mycolicibacter terrae	Cluster 123	0.0203952811368064
CS_Mycolicibacter terrae	Cluster 906	0.018936692368349092
CS_Mycolicibacter terrae	Cluster 354	0.017174439850874718
CS_Mycolicibacter terrae	Cluster 362	0.017119060975393147
CS_Mycolicibacter terrae	Cluster 747	0.016624236941021383
CS_Mycolicibacter terrae	Cluster 282	0.015499683204700345
CS_Mycolicibacter terrae	Cluster 1386	0.01537472423919788
CS_Mycolicibacter terrae	Cluster 899	0.01530077199438081
CS_Mycolicibacter terrae	Cluster 320	0.015041950588578702
CS_Mycolicibacter terrae	Cluster 1123	0.014614495843096027
CS_Mycolicibacter terrae	Cluster 1172	0.01458678046663423
CS_Mycolicibacter terrae	Cluster 827	0.014550449657576897
CS_Mycolicibacter terrae	Cluster 859	0.014055809168555812
CS_Mycolicibacter terrae	Cluster 91	0.014007938893486983
